Gene,Late RPCs,Photoreceptor Precursor,RGC,Early RPCs,Amacrine,Muller Glia,Horizontal,Bipolar,Photoreceptor
ptpn12,0.000204499,0,0.000776398,0.000913659,0.001137225,0,0.002314815,0.000513875,0
phtf2,0,0,0,0,0,0,0,0,0
CU856344.1,0,0,0,0,0,0.002242152,0,0,0
si:zfos-932h1.3,0.000715746,0.001251564,0,0.000761383,0.000379075,0,0,0.000513875,0
mansc1,0.000511247,0,0.014751553,0.000304553,0.003411676,0,0.002314815,0.006166495,0
lrp6,0.000613497,0.001251564,0,0.00045683,0,0,0,0,0
dusp16,0.005725971,0.008760951,0.003881988,0.015227653,0.002653525,0.01793722,0.011574074,0.002569373,0.007104796
crebl2,0.009100204,0.03379224,0.022515528,0.010202528,0.022365428,0.035874439,0.009259259,0.008735868,0.021314387
gpr19,0.002351738,0.002503129,0.031055901,0.001065936,0.016300227,0.015695067,0.018518519,0.010277492,0.005328597
tbk1,0.007566462,0.012515645,0.063664596,0.023602863,0.03146323,0.049327354,0.043981481,0.02004111,0.030195382
eps8a,0.000306748,0.017521902,0.007763975,0.001675042,0.003411676,0.00896861,0,0.002055498,0.193605684
ptpro,0.000511247,0,0,0.001370489,0.001137225,0,0,0,0
RERG,0,0,0,0,0,0,0.002314815,0,0
si:ch73-252i11.1,0.001431493,0.001251564,0.000776398,0.008527486,0.000379075,0.002242152,0,0,0.001776199
CABZ01085275.1,0,0,0,0.000304553,0,0,0,0,0
echdc3,0,0,0,0,0,0,0,0,0
FO834823.1,0.000306748,0,0,0.000609106,0.000379075,0,0,0,0
msgn1,0.016359918,0.002503129,0.004658385,0.023450586,0.002653525,0.006726457,0.025462963,0.003083248,0.005328597
si:ch211-51e12.7,0.557157464,0.491864831,0.580745342,0.798842698,0.529188779,0.221973094,0.386574074,0.427029805,0.342806394
mrps10,0.196421268,0.172715895,0.168478261,0.507994518,0.144048522,0.132286996,0.071759259,0.077595067,0.106571936
tulp4a,0.00204499,0.003754693,0.00310559,0.004263743,0.00075815,0,0,0.000513875,0
tmem181,0.012167689,0.015018773,0.034161491,0.011573017,0.019711903,0.020179372,0.023148148,0.010791367,0.007104796
dynlt1,0.00593047,0.016270338,0.011645963,0.008222933,0.006823351,0.006726457,0,0.001027749,0.008880995
rpl18a,0.999488753,0.996245307,0.982919255,1,0.966641395,0.957399103,0.891203704,0.921377184,0.905861456
pthlha,0,0.001251564,0.001552795,0.000152277,0.000379075,0.002242152,0,0,0
xpot,0.062576687,0.037546934,0.066770186,0.180752246,0.045868082,0.01793722,0.030092593,0.029290853,0.019538188
rtcb,0.079856851,0.052565707,0.065993789,0.183950053,0.073919636,0.031390135,0.043981481,0.030832477,0.039076377
fbxo7,0.018404908,0.008760951,0.028726708,0.031064413,0.016300227,0.031390135,0.025462963,0.010277492,0.010657194
ost4,0.276278119,0.271589487,0.388198758,0.622049642,0.360121304,0.282511211,0.256944444,0.190647482,0.214920071
agbl5,0.004498978,0.007509387,0.019409938,0.007309274,0.009855951,0.004484305,0.011574074,0.01336074,0.001776199
tmem214,0.061247444,0.063829787,0.113354037,0.130805543,0.06595906,0.067264574,0.05787037,0.048304214,0.058614565
mapre3b,0.014314928,0.032540676,0.208850932,0.03822141,0.083775588,0.147982063,0.162037037,0.046248715,0.264653641
dpysl5b,0.006441718,0.015018773,0.291149068,0.002131871,0.224033359,0.058295964,0.131944444,0.063206578,0.039076377
sobpb,0.000204499,0,0,0.00045683,0,0,0,0.001027749,0
si:ch211-152c2.3,0.0299591,0.025031289,0.065217391,0.051469469,0.022744503,0.452914798,0.030092593,0.02004111,0.056838366
crybg1b,0.000715746,0.002503129,0.001552795,0.001827318,0.00075815,0.004484305,0,0,0
BX649468.1,0,0,0,0,0,0,0,0,0
mrap2b,0,0,0,0.000152277,0,0,0,0,0
ripply2,0.000715746,0,0,0.004416019,0.000379075,0,0,0,0
sim1b,0,0,0,0,0,0,0,0,0
atp23,0.04202454,0.046307885,0.02484472,0.130348713,0.022744503,0.02690583,0.027777778,0.02004111,0.062166963
rpap3,0.047546012,0.036295369,0.027173913,0.209380235,0.020849128,0.031390135,0.011574074,0.010791367,0.030195382
naga,0.028220859,0.017521902,0.024068323,0.108877722,0.016679303,0.087443946,0.023148148,0.008735868,0.010657194
FAM180A,0,0.001251564,0,0,0,0,0,0.000513875,0
mtpn,0.243047035,0.180225282,0.235248447,0.465052535,0.207733131,0.372197309,0.150462963,0.095066804,0.177619893
si:ch211-117i20.2,0.000204499,0,0,0,0,0,0.002314815,0.000513875,0
chrm2a,0,0,0.002329193,0,0.004548901,0,0.002314815,0,0
ptn,0.017177914,0.008760951,0.022515528,0.013248058,0.008718726,0.147982063,0.523148148,0.004110997,0.01598579
CABZ01068469.1,0.00194274,0.002503129,0.005434783,0.003350084,0.003411676,0,0.002314815,0.002055498,0
trim35-14,0.001022495,0,0,0,0,0,0.002314815,0,0
zmp:0000000711,0.009815951,0.013767209,0.01552795,0.046901173,0.008339651,0.006726457,0.034722222,0.001027749,0.010657194
slc38a4,0.082719836,0.047559449,0.040372671,0.100045683,0.028051554,0.201793722,0.013888889,0.008221994,0.01598579
slc38a2,0.132515337,0.231539424,0.187888199,0.098675194,0.130022745,0.105381166,0.134259259,0.103288798,0.289520426
scaf11,0.099284254,0.086357947,0.048136646,0.19506624,0.048900682,0.042600897,0.085648148,0.036485098,0.030195382
arid2,0.146728016,0.090112641,0.101708075,0.190345668,0.06899166,0.040358744,0.053240741,0.056526208,0.046181172
gas2l3,0.003885481,0.005006258,0.001552795,0.002893254,0.0030326,0,0.006944444,0.009249743,0.007104796
fgfr1op2,0.109100204,0.067584481,0.086956522,0.177097609,0.059514784,0.035874439,0.081018519,0.049845838,0.044404973
tm7sf3,0.040286299,0.03379224,0.036490683,0.074310949,0.020470053,0.062780269,0.104166667,0.019013361,0.024866785
med21,0.255214724,0.190237797,0.160714286,0.439926907,0.162623199,0.098654709,0.212962963,0.108941418,0.119005329
pmpcb,0.092842536,0.110137672,0.116459627,0.399116796,0.111068992,0.067264574,0.069444444,0.064748201,0.127886323
dnajc2,0.068507157,0.013767209,0.039596273,0.354956601,0.039802881,0.01793722,0.011574074,0.018499486,0.003552398
nudt4b,0.001226994,0.001251564,0.003881988,0.003045531,0.000379075,0.002242152,0.002314815,0,0.005328597
ube2nb,0.292126789,0.155193992,0.298913043,0.597685397,0.264973465,0.14573991,0.229166667,0.101747174,0.106571936
mrpl42,0.246216769,0.262828536,0.174689441,0.697121974,0.175511751,0.127802691,0.074074074,0.098150051,0.140319716
pwp1,0.154601227,0.101376721,0.111801242,0.569057408,0.110689917,0.056053812,0.037037037,0.037512847,0.094138544
ano6,0.006237219,0.005006258,0.000776398,0.006243338,0.00075815,0.042600897,0.002314815,0.000513875,0.003552398
si:ch73-177h5.2,0,0,0,0.000152277,0,0,0,0,0
FAR2,0.002249489,0,0.027950311,0.000913659,0.028430629,0.013452915,0.074074074,0.005138746,0.001776199
cpsf6,0.349488753,0.257822278,0.37189441,0.611238008,0.324109174,0.139013453,0.282407407,0.21274409,0.147424512
yeats4,0.306748466,0.153942428,0.233695652,0.535708847,0.212661107,0.109865471,0.104166667,0.109969168,0.071047957
kcnc2,0.000408998,0.001251564,0.030279503,0.000152277,0.005307051,0,0.002314815,0.001027749,0
frs2a,0.000511247,0,0,0.00045683,0,0,0,0,0
si:ch73-278m9.1,0.001329243,0.003754693,0.007763975,0.000913659,0.005307051,0,0.006944444,0.003083248,0
cmah,0.000408998,0,0.000776398,0.000609106,0.0015163,0.002242152,0,0.001541624,0
glipr1a,0.000102249,0,0,0.000152277,0,0,0,0,0
krr1,0.065644172,0.040050063,0.037267081,0.297091518,0.034116755,0.011210762,0.009259259,0.021068859,0.017761989
si:ch73-89b15.3,0.000511247,0.001251564,0,0.000609106,0.000379075,0,0,0,0
phlda1,0.008384458,0.003754693,0.060559006,0.008375209,0.03373768,0.002242152,0.00462963,0.004110997,0.003552398
nap1l1,0.399386503,0.190237797,0.233695652,0.747830059,0.202047005,0.094170404,0.118055556,0.132065776,0.060390764
OSBPL8,0.000408998,0.001251564,0.002329193,0.002131871,0.00227445,0,0.009259259,0.000513875,0.005328597
zdhhc17,0.005419223,0.005006258,0.034937888,0.008679762,0.020849128,0.006726457,0.011574074,0.011819116,0.003552398
csrp2,0.004396728,0.010012516,0.013198758,0.006395614,0.010235027,0.293721973,0.025462963,0.006166495,0.03374778
e2f7,0.099386503,0.057571965,0.01863354,0.238465053,0.022365428,0.011210762,0.009259259,0.003597122,0.014209591
cog5,0.009100204,0.020025031,0.025621118,0.021470991,0.015542077,0.00896861,0.016203704,0.011305242,0.023090586
gpr22a,0.002249489,0.001251564,0.059782609,0.000152277,0.008718726,0.002242152,0.006944444,0.007194245,0.003552398
dus4l,0.026891616,0.006257822,0.028726708,0.131414649,0.020090978,0.01793722,0.00462963,0.015416238,0.010657194
bcap29,0.007055215,0.005006258,0.000776398,0.023146033,0.003411676,0.006726457,0,0.002055498,0.001776199
slco1c1,0.000511247,0.001251564,0.007763975,0.003806913,0.0030326,0.056053812,0,0.005138746,0.003552398
pde3a,0,0,0.007763975,0.00045683,0.004548901,0,0,0.002569373,0
aebp2,0.173312883,0.090112641,0.188664596,0.336378864,0.176269901,0.02690583,0.092592593,0.109969168,0.060390764
plekha5,0.013190184,0.123904881,0.045031056,0.035480432,0.03222138,0.020179372,0.083333333,0.008221994,0.074600355
CABZ01085700.1,0.000102249,0.001251564,0.010093168,0,0.000379075,0,0.00462963,0.001027749,0
fgd4b,0.000817996,0,0.013198758,0,0.001137225,0,0,0.000513875,0
pik3cg,0.001329243,0,0.00310559,0.002740978,0.000379075,0.011210762,0.00462963,0,0.001776199
nampta,0.002862986,0.001251564,0.014751553,0.004111466,0.005686126,0,0.009259259,0.003083248,0.001776199
sypl1,0,0,0,0.001370489,0,0,0,0,0
atxn7l1,0.000613497,0.001251564,0,0.000304553,0.000379075,0.002242152,0,0,0
znf800b,0.006441718,0.001251564,0.00310559,0.060301508,0.001137225,0.002242152,0,0.000513875,0.001776199
grm8a,0.000306748,0,0.010093168,0.000609106,0.006823351,0,0,0,0
si:dkey-61f9.1,0,0,0,0,0,0,0,0,0
gpr37b,0.000817996,0,0.031055901,0.00045683,0.007581501,0,0,0,0
waslb,0.045807771,0.146433041,0.053571429,0.092888686,0.039044731,0.076233184,0.127314815,0.115621788,0.09946714
lmod2b,0.000102249,0,0,0,0,0,0.002314815,0.001027749,0
asb15b,0.000102249,0,0.000776398,0,0,0,0,0,0
smkr1,0.002556237,0,0.003881988,0.003806913,0.000379075,0.002242152,0,0.000513875,0
cd9b,0.01605317,0.016270338,0.01552795,0.035632709,0.014783927,0.02690583,0.018518519,0.012332991,0.012433393
ano2b,0.000817996,0.025031289,0.003881988,0.000609106,0.009855951,0,0.002314815,0.001541624,0.142095915
CU468826.3,0,0,0.000776398,0,0.000379075,0,0,0.000513875,0.001776199
ntf3,0.000306748,0.046307885,0.013198758,0.001065936,0.0030326,0.013452915,0.020833333,0.027749229,0.197158082
tbc1d30,0.001533742,0.023779725,0.035714286,0.001218212,0.010993177,0.002242152,0.009259259,0.006166495,0.023090586
gnsa,0.022188139,0.035043805,0.110248447,0.029237095,0.06747536,0.047085202,0.074074074,0.048818088,0.028419183
zgc:194209,0.001431493,0.007509387,0.000776398,0.002284148,0,0.002242152,0,0,0.005328597
rassf3,0.000306748,0.003754693,0.000776398,0.001522765,0,0,0,0,0.005328597
CABZ01020840.1,0.004498978,0.002503129,0.00310559,0.01537993,0.003411676,0.002242152,0.00462963,0.001541624,0
DGKI,0.000102249,0,0.000776398,0,0,0,0,0.001027749,0
creb3l2,0.015439673,0.018773467,0.003881988,0.028780265,0.001895375,0.029147982,0.00462963,0.002569373,0.021314387
ssbp1,0.205112474,0.173967459,0.072204969,0.599208162,0.103108415,0.103139013,0.032407407,0.038540596,0.079928952
si:ch211-258f14.2,0.000306748,0.006257822,0.017857143,0,0.002653525,0,0.006944444,0,0.01598579
zgc:162331,0.000613497,0.002503129,0.020186335,0.000152277,0.003790751,0.002242152,0.006944444,0.003083248,0.209591474
slc13a4,0.000306748,0.005006258,0.002329193,0.000913659,0.00075815,0.004484305,0,0.002055498,0.001776199
coa6,0.200408998,0.163954944,0.170807453,0.503730775,0.139499621,0.105381166,0.134259259,0.069373073,0.245115453
ptprz1b,0.006748466,0.001251564,0.017080745,0.005177402,0.004548901,0.024663677,0.048611111,0.005138746,0
ndufa5,0.420961145,0.35669587,0.489130435,0.691487742,0.442380591,0.448430493,0.527777778,0.263103803,0.564831261
strip2,0.005316973,0.006257822,0.042701863,0.002131871,0.024260804,0.004484305,0.018518519,0.005652621,0.005328597
ahcyl2b,0.03394683,0.046307885,0.14052795,0.09578194,0.118271418,0.080717489,0.122685185,0.071428571,0.051509769
tmem209,0.010940695,0.006257822,0.008540373,0.035784986,0.005307051,0.004484305,0.002314815,0.003083248,0.001776199
ccnd2b,0.000408998,0,0,0.002436425,0.00075815,0.004484305,0,0,0
tigarb,0.007464213,0.003754693,0.01552795,0.024211969,0.010614102,0.002242152,0.00462963,0.002569373,0.003552398
fgf6b,0,0,0,0,0,0,0,0,0
fgf23,0,0,0,0,0,0,0,0,0
rad51ap1,0.061554192,0.048811014,0.006987578,0.180295416,0.015921152,0.002242152,0.013888889,0.004624872,0.001776199
galnt8b.1,0.000102249,0,0,0.000609106,0,0,0,0,0
galnt8b.2,0.000102249,0,0,0.00045683,0.000379075,0,0,0,0
ada2b,0.000306748,0.002503129,0.002329193,0.000304553,0.001895375,0,0.00462963,0.000513875,0.001776199
atp6v1e1b,0.122801636,0.292866083,0.613354037,0.205877874,0.480667172,0.32735426,0.543981481,0.356628983,0.605683837
si:ch211-214j24.14,0.008282209,0.003754693,0.006987578,0.007004721,0.009476876,0.004484305,0,0.007194245,0.003552398
ccdc167,0.060531697,0.03379224,0.079192547,0.111009593,0.057998484,0.053811659,0.076388889,0.023638232,0.051509769
snap91b,0.012167689,0.106382979,0.303571429,0.001218212,0.189916603,0.029147982,0.108796296,0.065262076,0.278863233
si:ch211-214j24.15,0.000204499,0,0,0.000304553,0.00075815,0.004484305,0,0,0
si:ch211-214j24.10,0.137525562,0.229036295,0.11878882,0.431399421,0.109931766,0.17264574,0.108796296,0.079136691,0.202486679
osgep,0.116666667,0.072590738,0.048136646,0.401857774,0.059135709,0.044843049,0.016203704,0.017471737,0.01598579
apex1,0.494683027,0.331664581,0.377329193,0.90376123,0.359363154,0.156950673,0.125,0.141829394,0.115452931
zgc:113263,0.035378323,0.118898623,0.064440994,0.071113141,0.063305534,0.042600897,0.087962963,0.047276465,0.08348135
si:dkey-14d8.1,0.025869121,0.02252816,0.010869565,0.05314451,0.014404852,0,0.009259259,0.005138746,0.01598579
selenoo2,0.001226994,0.001251564,0,0.001979595,0.000379075,0,0,0,0
si:dkey-14d8.20,0.000920245,0.001251564,0.000776398,0.002893254,0.000379075,0,0,0,0.001776199
si:dkey-14d8.22,0.000511247,0,0,0.005786508,0,0,0,0,0.001776199
BX324164.5,0,0,0,0,0,0,0,0,0
mapk11,0.016871166,0.002503129,0.10015528,0.01933912,0.008718726,0.00896861,0.039351852,0.004624872,0.007104796
mapk12b,0.002351738,0,0.002329193,0.014313994,0.000379075,0,0.002314815,0,0
si:dkey-14d8.6,0.000102249,0,0.000776398,0.000609106,0,0,0,0,0
si:dkey-14d8.7,0.000102249,0,0.000776398,0.000304553,0.000379075,0,0,0,0
vegfab,0.008793456,0.003754693,0.008540373,0.022993757,0.001895375,0.004484305,0.002314815,0.002055498,0
mrps18a,0.107566462,0.062578223,0.086956522,0.380843612,0.079226687,0.040358744,0.034722222,0.042137718,0.04973357
rsph9,0.000920245,0,0.000776398,0.001065936,0,0,0,0.000513875,0.001776199
tmem63a,0.004498978,0.005006258,0.005434783,0.009593422,0.001137225,0.006726457,0.002314815,0.001541624,0.003552398
pou3f2a,0.00603272,0,0.006987578,0.005481955,0.000379075,0,0,0,0
faxca,0.000511247,0,0.02173913,0.000761383,0.013646702,0,0.013888889,0.002569373,0.001776199
ccnc,0.077096115,0.04505632,0.096273292,0.129891884,0.073161486,0.060538117,0.071759259,0.059609455,0.042628774
ngs,0.000511247,0,0,0,0,0.002242152,0,0,0
pgm3,0.024335378,0.015018773,0.010093168,0.065326633,0.014783927,0.022421525,0.006944444,0.008221994,0.001776199
si:ch73-352p4.8,0.012985685,0,0.003881988,0.07644282,0.001895375,0.085201794,0,0.001541624,0
foxm1,0.089775051,0.040050063,0.003881988,0.089690879,0.007202426,0.004484305,0.020833333,0.004624872,0.001776199
si:ch73-352p4.5,0.018813906,0,0.005434783,0.027562053,0.004548901,0.002242152,0.006944444,0.001541624,0
pex26,0.010122699,0.021276596,0.007763975,0.030455307,0.006065201,0.053811659,0.011574074,0.011305242,0.058614565
usp18,0.001329243,0,0.002329193,0.001065936,0.001137225,0,0,0.000513875,0
lyrm5a,0.029038855,0.032540676,0.061335404,0.077356479,0.028430629,0.051569507,0.046296296,0.022610483,0.047957371
slc5a8,0,0.001251564,0,0.000152277,0,0,0,0,0
utp20,0.017382413,0.008760951,0.00310559,0.086493071,0.010235027,0.002242152,0.009259259,0.003597122,0.003552398
arl1,0.144478528,0.150187735,0.199534161,0.268768083,0.210765732,0.109865471,0.175925926,0.098150051,0.134991119
tfec,0.000613497,0,0,0.01537993,0,0,0,0,0
MDFIC,0.005214724,0.002503129,0.00310559,0.032282625,0.00227445,0,0.002314815,0.002055498,0.003552398
foxp2,0.014621677,0.006257822,0.11878882,0.010507081,0.052691433,0.020179372,0.032407407,0.107399794,0.007104796
ppp1r3aa,0.000306748,0,0.003881988,0.000152277,0.001137225,0,0,0.001027749,0
si:dkey-112e7.2,0.081492843,0.063829787,0.086180124,0.307446323,0.053449583,0.089686099,0.094907407,0.02672148,0.051509769
gpr85,0.009713701,0.013767209,0.197981366,0.001370489,0.124715694,0.051569507,0.152777778,0.094552929,0.012433393
tmem168a,0.000102249,0,0,0.000609106,0,0,0,0,0
ifrd1,0.192229039,0.291614518,0.380434783,0.293893711,0.292645944,0.376681614,0.273148148,0.231757451,0.362344583
dock4b,0.019427403,0.043804756,0.024068323,0.019948226,0.023502654,0.022421525,0.069444444,0.034943474,0.014209591
lrrn3b,0.000204499,0.001251564,0.000776398,0,0,0,0.002314815,0.000513875,0.003552398
si:ch211-170p16.1,0,0,0,0,0,0,0,0,0
tnni4a,0.000306748,0.003754693,0.000776398,0.000609106,0,0,0,0.000513875,0.005328597
tnnt2e,0.002862986,0,0,0.001065936,0.000379075,0,0,0.000513875,0
lta4h,0.082617587,0.040050063,0.050465839,0.251256281,0.052691433,0.024663677,0.013888889,0.022610483,0.026642984
elk3,0.000715746,0.001251564,0.001552795,0.004416019,0.000379075,0.006726457,0,0.000513875,0.008880995
cdk17,0.000613497,0,0,0.000609106,0.001895375,0,0,0.000513875,0.001776199
si:ch1073-67j19.1,0.000102249,0,0,0,0,0,0,0,0
si:ch1073-67j19.2,0,0,0,0.000152277,0,0,0,0,0
phyh,0.017586912,0.023779725,0.089285714,0.022993757,0.051554208,0.165919283,0.215277778,0.038026721,0.063943162
ucmaa,0.000102249,0,0,0,0.00075815,0.002242152,0.00462963,0,0
mcm10,0.01993865,0.006257822,0.003881988,0.128521395,0.006444276,0.004484305,0.002314815,0.002055498,0
nudt5,0.061656442,0.035043805,0.051242236,0.151362875,0.038665656,0.179372197,0.05787037,0.032374101,0.010657194
cdc123,0.051738241,0.066332916,0.042701863,0.161413126,0.033358605,0.051569507,0.037037037,0.029290853,0.056838366
camk1da,0.000920245,0.008760951,0.00310559,0.000609106,0.002653525,0,0.00462963,0.002569373,0.037300178
ccdc3a,0,0.001251564,0,0.000913659,0,0.011210762,0,0,0.001776199
optn,0.000817996,0.008760951,0.027173913,0.008832039,0.012130402,0.022421525,0.025462963,0.010791367,0.039076377
si:ch211-240l19.8,0.000102249,0,0,0,0,0,0,0,0
si:ch211-240l19.7,0,0,0,0.000152277,0,0,0,0,0
si:ch211-240l19.6,0,0,0,0.000304553,0,0,0,0,0
si:ch211-240l19.5,0.000920245,0,0.001552795,0.001065936,0.000379075,0.006726457,0,0,0
wnk1b,0.019325153,0.020025031,0.070652174,0.034566773,0.03146323,0.049327354,0.055555556,0.031346351,0.012433393
ninj2,0,0,0,0.000152277,0,0,0,0,0
ERC1,0.00398773,0.008760951,0.008540373,0.017054972,0.021228203,0.011210762,0.00462963,0.002055498,0.014209591
erc1b,0,0,0,0,0,0,0,0,0
wnt5b,0.000511247,0,0.001552795,0.003045531,0,0,0,0,0
fbxl14b,0.033537832,0.028785982,0.019409938,0.058321913,0.029946929,0.020179372,0.025462963,0.022096608,0.005328597
adipor2,0.080470348,0.13767209,0.126552795,0.084208923,0.09818044,0.215246637,0.131944444,0.112538541,0.335701599
ttll12,0.005725971,0.001251564,0.005434783,0.058626466,0.004169826,0.006726457,0.00462963,0.000513875,0.001776199
pnpla3,0.000408998,0,0.00310559,0.010507081,0.001137225,0.004484305,0,0,0
sult4a1,0.002556237,0.002503129,0.213509317,0.000152277,0.058756634,0.00896861,0.041666667,0.004624872,0.001776199
mpped1,0.002760736,0,0.013198758,0.001522765,0.0015163,0.002242152,0,0,0
scube1,0.002658487,0,0.005434783,0.001675042,0.011372252,0,0.011574074,0.001027749,0
samm50l,0.011247444,0.016270338,0.077639752,0.02680067,0.041319181,0.056053812,0.023148148,0.008221994,0.010657194
aldh1l2,0.000511247,0,0.004658385,0.002740978,0.0030326,0.002242152,0,0,0
si:dkey-48p11.3,0.021370143,0.007509387,0.00931677,0.093954622,0.008339651,0.015695067,0.00462963,0.003597122,0.007104796
slc41a2b,0.000715746,0,0.000776398,0.000761383,0.001895375,0,0,0.000513875,0
chst11,0.000817996,0.001251564,0.008540373,0.000761383,0.0015163,0.002242152,0,0.003083248,0.001776199
nfyba,0.356543967,0.289111389,0.422360248,0.541647632,0.36429113,0.123318386,0.310185185,0.288283659,0.163410302
hcfc2,0.006646217,0,0.00310559,0.022993757,0.003790751,0.002242152,0,0.000513875,0
avpr1ab,0.000920245,0,0.000776398,0.000609106,0.001137225,0,0,0,0.001776199
srgap1b,0.002760736,0,0.049689441,0.00045683,0.004927976,0.002242152,0,0,0.001776199
C4H12orf66,0.003578732,0.005006258,0.011645963,0.016598142,0.006823351,0.002242152,0.009259259,0.003083248,0.003552398
ipo8,0.029447853,0.023779725,0.054347826,0.042028323,0.031842305,0.031390135,0.064814815,0.01336074,0.021314387
tmtc1,0.016973415,0.030037547,0.030279503,0.012029846,0.03146323,0.01793722,0.009259259,0.017985612,0.017761989
zgc:55888,0,0.001251564,0.000776398,0,0,0,0,0,0
lmf2b,0.070245399,0.018773467,0.028726708,0.169636059,0.014025777,0.024663677,0.018518519,0.005138746,0.007104796
kitlgb,0.000511247,0.001251564,0,0.000304553,0.000379075,0.015695067,0,0,0
si:ch73-139j3.4,0,0,0,0,0,0,0,0,0
lsm8,0.647546012,0.321652065,0.263975155,0.814374905,0.296057619,0.143497758,0.231481481,0.189619733,0.134991119
tymp,0,0,0,0,0,0,0,0,0
shank3b,0.000306748,0,0.000776398,0.000761383,0.000379075,0,0,0,0
cdnf,0.001226994,0,0.001552795,0.009897975,0,0.002242152,0,0,0
hspa14,0.146114519,0.048811014,0.078416149,0.507537688,0.053828658,0.02690583,0.018518519,0.019013361,0.017761989
dclre1c,0.006850716,0.005006258,0.017857143,0.022080097,0.010235027,0.006726457,0.009259259,0.004110997,0.005328597
meig1,0.026993865,0.256570713,0.020186335,0.088929496,0.009855951,0.013452915,0.013888889,0.005138746,0.264653641
tmem243b,0.080265849,0.125156446,0.123447205,0.102177554,0.096285064,0.132286996,0.037037037,0.062178828,0.069271758
dmtf1,0.020552147,0.020025031,0.037267081,0.036089539,0.019332828,0.022421525,0.009259259,0.014388489,0.019538188
ELAPOR2,0.010327198,0.037546934,0.167701863,0.000609106,0.089461713,0.01793722,0.081018519,0.04008222,0.081705151
BX901962.4,0,0,0,0,0,0,0,0,0
tspan9b,0.015030675,0.002503129,0.02173913,0.028171159,0.007960576,0.053811659,0.018518519,0.001027749,0.008880995
mical3b,0.003783231,0.027534418,0.00621118,0.013095782,0.003411676,0,0.002314815,0.003083248,0.088809947
svopl,0.001226994,0,0.00310559,0.002436425,0.00075815,0,0,0.000513875,0.003552398
si:dkeyp-27e10.3,0.003067485,0.003754693,0.037267081,0.000761383,0.014404852,0.006726457,0.011574074,0.004624872,0.007104796
parp12b,0.056850716,0.043804756,0.055124224,0.124714481,0.046626232,0.051569507,0.034722222,0.034429599,0.023090586
ttc41,0.000511247,0.001251564,0,0.00045683,0,0,0,0,0
hsp90b1,0.242740286,0.44931164,0.329192547,0.14938328,0.277103867,0.226457399,0.1875,0.160842754,0.202486679
glt8d2,0.001840491,0.001251564,0.001552795,0.000761383,0.002653525,0.002242152,0.006944444,0.002055498,0
fbxo18,0.036503067,0.012515645,0.023291925,0.060149231,0.014404852,0.013452915,0.016203704,0.011305242,0.007104796
adm2a,0.000306748,0,0,0.001979595,0.000379075,0,0,0,0
si:dkey-22l11.6,0.005010225,0.007509387,0.006987578,0.012334399,0.004927976,0,0.002314815,0.001027749,0.001776199
sbf1,0.047546012,0.08135169,0.101708075,0.064260697,0.059514784,0.114349776,0.06712963,0.048818088,0.085257549
naf1,0.024437628,0.020025031,0.013198758,0.166285975,0.013267627,0.006726457,0,0.005138746,0.008880995
ccdc136b,0.000511247,0.012515645,0.034161491,0.000304553,0.004927976,0.011210762,0.002314815,0.002055498,0.010657194
flncb,0,0,0.001552795,0.00045683,0,0.002242152,0.002314815,0,0
kcnd2,0.001431493,0,0.069875776,0.00045683,0.029188779,0.006726457,0.006944444,0.003597122,0.001776199
tspan12,0.000408998,0.002503129,0.000776398,0.000913659,0.001137225,0,0,0.000513875,0
ing3,0.079754601,0.112640801,0.10015528,0.190345668,0.070887036,0.060538117,0.06712963,0.062178828,0.071047957
cped1,0.000306748,0,0.000776398,0.000913659,0,0,0,0,0
wnt16,0.003169734,0,0.001552795,0.002893254,0.000379075,0,0,0,0
stab2,0.020449898,0.025031289,0.00931677,0.024973352,0.013646702,0.022421525,0.016203704,0,0.023090586
ppfibp1a,0.006952965,0.001251564,0.002329193,0.027409776,0.001895375,0.062780269,0.002314815,0.001541624,0.007104796
syt10,0.003680982,0.002503129,0.011645963,0.000304553,0.020090978,0.002242152,0.006944444,0.004110997,0.001776199
si:ch211-161n3.5,0,0,0,0,0,0,0,0,0
si:ch211-161n3.4,0,0,0,0,0.00075815,0,0,0,0
si:ch211-161n3.3,0,0,0.000776398,0.000609106,0,0,0,0,0
tmtc2a,0.010224949,0.006257822,0.044254658,0.016445866,0.010235027,0.002242152,0.009259259,0.003597122,0.003552398
mettl25,0.008179959,0.007509387,0.007763975,0.020405056,0.006065201,0.020179372,0,0.005652621,0.001776199
ccdc59,0.075460123,0.04505632,0.053571429,0.213948531,0.044730857,0.022421525,0.034722222,0.032374101,0.017761989
si:dkey-21h14.8,0.000204499,0.001251564,0.000776398,0.000761383,0.00075815,0,0,0,0
si:dkey-21h14.15,0,0,0,0,0,0,0,0,0
si:dkey-21h14.12,0,0,0,0,0,0,0,0,0
si:dkey-21h14.3,0,0,0,0,0.00075815,0,0,0,0
si:dkey-21h14.10,0,0,0,0,0,0,0,0,0
si:dkey-21h14.9,0,0,0,0.000152277,0,0,0,0,0
cracr2ab,0.001329243,0.002503129,0,0.011725293,0.00075815,0.002242152,0,0.002569373,0.001776199
prmt8b,0.000408998,0.010012516,0.023291925,0.000761383,0.0015163,0.033632287,0.002314815,0,0.014209591
tspan11,0.000408998,0,0.000776398,0.001675042,0.00075815,0.004484305,0.011574074,0.000513875,0
