Gene,Amacrine_spec,Bipolar_spec,Cone_spec,Cornea_spec,Horizontal_spec,Muller Glia_spec,RGC_spec,Rod_spec,RPE_spec,Microglia_spec
arl13a,0.38120276,0.38120276,0.667425968,0.38120276,0.38120276,0.38120276,0.38120276,0.38120276,0.38120276,0.38120276
xkrx,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.972288203
nox1,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.998416469,0.999176955,0.998416469,0.998416469,0.998416469
cstf2,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.877276326,0.862275449
bcorl1,0.859857482,0.859857482,0.859857482,0.859857482,0.859857482,0.859857482,0.911764706,0.859857482,0.859857482,0.859857482
mid1ip1l,0.35720164600000004,0.35720164600000004,0.35720164600000004,0.35720164600000004,0.35720164600000004,0.44494290400000003,0.35720164600000004,0.35720164600000004,0.35720164600000004,0.35720164600000004
tspan7,0.834567901,0.834567901,0.834567901,0.834567901,0.834567901,0.88085676,0.834567901,0.834567901,0.834567901,0.834567901
chrnb5b,0.884402217,0.884402217,0.884402217,0.884402217,0.884402217,0.884402217,0.897494305,0.884402217,0.884402217,0.884402217
chrnb3b,0.955661124,0.955661124,0.955661124,0.955661124,0.955661124,0.955661124,0.997722096,0.955661124,0.955661124,0.955661124
itga6l,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991017964,0.991290578,0.991017964
BX247870.1,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,1.0,0.994011976
nitr13,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,1.0
fgfrl1b,0.931726908,0.931726908,0.931726908,0.989520958,0.931726908,0.931726908,0.931726908,0.931726908,0.931726908,0.931726908
slc7a11,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.858823529,0.934404284
BX537109.2,0.999184339,0.999184339,0.999184339,0.999184339,1.0,0.999184339,0.999184339,0.999184339,0.999184339,0.999184339
pcdh18b,0.82581156,0.82581156,0.82581156,0.82581156,0.82581156,0.82581156,0.844712182,0.82581156,0.82581156,0.82581156
BX890543.1,0.9786395,0.9786395,0.98776509,0.9786395,0.9786395,0.9786395,0.9786395,0.9786395,0.9786395,0.9786395
pcdh10b,0.713380839,0.713380839,0.713380839,0.713380839,0.713380839,0.713380839,0.829842088,0.713380839,0.713380839,0.713380839
LO018400.1,0.999671377,0.999671377,0.999865736,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377,0.999671377
CR376776.1,0.999208234,0.999208234,0.999208234,0.999208234,0.999208234,0.999208234,0.999677731,0.999208234,0.999208234,0.999208234
adra1bb,0.982597055,0.982597055,0.982597055,0.98986305,0.982597055,0.982597055,0.982597055,0.982597055,0.982597055,0.982597055
eif4ea,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.928143713,0.929411765,0.928143713
adh5,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.6411764710000001,0.651941098
gar1,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.926646707
CU467639.1,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.995983936
CR786577.1,0.642121932,0.642121932,0.642121932,0.642121932,0.642121932,0.642121932,0.7363841440000001,0.642121932,0.642121932,0.642121932
lingo2a,0.917656374,0.917656374,0.917656374,0.917656374,0.917656374,0.917656374,0.951659684,0.917656374,0.917656374,0.917656374
si:dkey-109l4.3,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.993166287
tomm5,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.614457831
grhpra,0.929411765,0.929411765,0.929411765,0.929411765,0.929411765,0.929411765,0.929411765,0.929411765,0.929411765,0.942386831
zgc:195212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
slc30a9,0.901197605,0.901197605,0.901197605,0.901197605,0.901197605,0.901197605,0.901197605,0.901197605,0.91751561,0.901197605
grxcr1a,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.998416469,0.997722096,0.997722096
atp8a1,0.6868222150000001,0.6868222150000001,0.851939826,0.6868222150000001,0.6868222150000001,0.6868222150000001,0.6868222150000001,0.6868222150000001,0.6868222150000001,0.6868222150000001
ATP8A1,0.93361814,0.93361814,0.964705882,0.93361814,0.93361814,0.93361814,0.93361814,0.93361814,0.93361814,0.93361814
shisa3,0.9473251030000001,0.9473251030000001,0.9473251030000001,0.9473251030000001,0.9473251030000001,0.975903614,0.9473251030000001,0.9473251030000001,0.9473251030000001,0.9473251030000001
BEND4,0.970704671,0.970704671,0.970704671,0.970704671,0.970704671,0.970704671,0.996106337,0.970704671,0.970704671,0.970704671
CABZ01048053.1,0.982597055,0.982597055,0.982597055,0.985748219,0.982597055,0.982597055,0.982597055,0.982597055,0.982597055,0.982597055
sfxn5b,0.832145685,0.832145685,0.832145685,0.832145685,0.832145685,0.832145685,0.934156379,0.832145685,0.832145685,0.832145685
zgc:153018,0.49347471499999995,0.49347471499999995,0.49347471499999995,0.49347471499999995,0.6492478230000001,0.49347471499999995,0.49347471499999995,0.49347471499999995,0.49347471499999995,0.49347471499999995
ttc9c,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.98178939
si:ch211-168f7.5,0.946502058,0.946502058,0.946502058,0.946502058,0.946502058,0.973079968,0.946502058,0.946502058,0.946502058,0.946502058
map1lc3cl,0.944032922,0.944032922,0.944032922,0.944032922,0.944032922,0.97754491,0.944032922,0.944032922,0.944032922,0.944032922
ehd1a,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.664705882,0.776946108
ubxn1,0.808383234,0.808383234,0.808383234,0.808383234,0.808383234,0.808383234,0.808383234,0.808383234,0.882352941,0.808383234
si:ch211-114c17.1,0.984956453,0.984956453,0.984956453,0.984956453,0.984956453,0.984956453,0.989042862,0.984956453,0.984956453,0.984956453
ganab,0.865269461,0.865269461,0.865269461,0.865269461,0.865269461,0.865269461,0.865269461,0.865269461,0.89469517,0.865269461
ints5,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.994011976,0.997530864,0.994011976
rarres3,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.997005988
rarres3l,0.739396411,0.739396411,0.739396411,0.739396411,0.799401198,0.739396411,0.739396411,0.739396411,0.739396411,0.739396411
scyl1,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.906571655,0.887724551
zgc:194285,0.98436214,0.98436214,0.98436214,0.98436214,0.98436214,0.986526946,0.98436214,0.98436214,0.98436214,0.98436214
si:ch211-276i12.9,0.7818930040000001,0.7818930040000001,0.7818930040000001,0.7818930040000001,0.7818930040000001,0.786223278,0.7818930040000001,0.7818930040000001,0.7818930040000001,0.7818930040000001
si:ch211-276i12.11,0.917695473,0.917695473,0.917695473,0.917695473,0.917695473,0.935628743,0.917695473,0.917695473,0.917695473,0.917695473
CR383676.1,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.999671377,0.998502994
CR383676.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR383676.3,0.76872428,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001,0.7608765710000001
si:ch211-276i12.4,0.150489396,0.150489396,0.150489396,0.150489396,0.950617284,0.150489396,0.150489396,0.150489396,0.150489396,0.150489396
rom1b,0.21412300699999998,0.21412300699999998,0.21412300699999998,0.21412300699999998,0.21412300699999998,0.21412300699999998,0.21412300699999998,0.910943148,0.21412300699999998,0.21412300699999998
si:dkey-226n24.1,0.995444191,0.995444191,0.995444191,0.995444191,0.995444191,0.995444191,0.995444191,0.999677731,0.995444191,0.995444191
ccdc88b,0.547058824,0.547058824,0.547058824,0.547058824,0.547058824,0.547058824,0.547058824,0.547058824,0.547058824,0.997722096
macrod1,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.991017964
flrt1b,0.920515575,0.933290364,0.920515575,0.920515575,0.920515575,0.920515575,0.920515575,0.920515575,0.920515575,0.920515575
fermt3b,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.5764705880000001,0.995249406
slu7,0.791765637,0.791765637,0.791765637,0.791765637,0.791765637,0.791765637,0.833832335,0.791765637,0.791765637,0.791765637
c1qtnf2,0.9720164609999999,0.9720164609999999,0.9720164609999999,0.9720164609999999,0.9720164609999999,0.973226238,0.9720164609999999,0.9720164609999999,0.9720164609999999,0.9720164609999999
nocta,0.562874251,0.562874251,0.562874251,0.562874251,0.562874251,0.562874251,0.562874251,0.562874251,0.588477366,0.562874251
elf2a,0.858273951,0.858273951,0.858273951,0.858273951,0.858273951,0.858273951,0.883534137,0.858273951,0.858273951,0.858273951
ENSDARG00000071353,0.367078189,0.367078189,0.367078189,0.367078189,0.367078189,0.421205285,0.367078189,0.367078189,0.367078189,0.367078189
si:ch211-235e9.6,0.670658683,0.670658683,0.670658683,0.670658683,0.670658683,0.670658683,0.670658683,0.670658683,0.7117647060000001,0.670658683
naa15a,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.847058824,0.875692795
mlsl,0.998661312,0.998661312,0.998661312,0.999014131,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
rab33ba,0.95645289,0.95645289,0.95645289,0.95645289,0.95645289,0.95645289,0.964550435,0.95645289,0.95645289,0.95645289
zgc:113425,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.99251497,0.998416469,0.99251497
setd7,0.8626355569999999,0.8626355569999999,0.892215569,0.8626355569999999,0.8626355569999999,0.8626355569999999,0.8626355569999999,0.8626355569999999,0.8626355569999999,0.8626355569999999
mgst2,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.983372922,0.832335329
si:ch211-113d11.5,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.998502994,0.999184339,0.998502994
cabp2b,0.947771214,0.952095808,0.947771214,0.947771214,0.947771214,0.947771214,0.947771214,0.947771214,0.947771214,0.947771214
si:ch211-113d11.8,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.9999329
crybb1l1,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.870588235,0.879518072
cryba1l1,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.788235294,0.850066934
tmem33,0.760479042,0.760479042,0.760479042,0.760479042,0.760479042,0.760479042,0.760479042,0.760479042,0.829411765,0.760479042
ccna2,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.99251497
bbs7,0.775879067,0.775879067,0.899700599,0.775879067,0.775879067,0.775879067,0.775879067,0.775879067,0.775879067,0.775879067
anxa5a,0.973053892,0.973053892,0.973053892,0.973053892,0.973053892,0.973053892,0.973053892,0.973053892,0.992770292,0.973053892
fgfbp1b.1,0.815868263,0.815868263,0.815868263,0.815868263,0.815868263,0.815868263,0.815868263,0.815868263,0.989290495,0.815868263
fgfbp2a,0.99330656,0.99330656,0.99330656,0.997530864,0.99330656,0.99330656,0.99330656,0.99330656,0.99330656,0.99330656
prom1a,0.596122248,0.596122248,0.6362139920000001,0.596122248,0.596122248,0.596122248,0.596122248,0.596122248,0.596122248,0.596122248
BX004823.1,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.982055465,0.965568862
tapt1a,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.919161677,0.898653998,0.898653998,0.898653998
ldb2a,0.860776439,0.860776439,0.860776439,0.899445764,0.860776439,0.860776439,0.860776439,0.860776439,0.860776439,0.860776439
CU855906.1,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.997722096,0.999342754,0.997722096,0.997722096
qdpra,0.52994012,0.52994012,0.52994012,0.52994012,0.52994012,0.52994012,0.52994012,0.52994012,0.55957162,0.52994012
fstl5,0.32172198500000004,0.32172198500000004,0.46411093000000003,0.32172198500000004,0.32172198500000004,0.32172198500000004,0.32172198500000004,0.32172198500000004,0.32172198500000004,0.32172198500000004
BX548246.1,0.998502994,0.997744119,0.997744119,0.997744119,0.997744119,0.997744119,0.997744119,0.997744119,0.997744119,0.997744119
rapgef2,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.5314371259999999,0.585934933,0.5314371259999999
ppid,0.77245509,0.77245509,0.77245509,0.77245509,0.77245509,0.77245509,0.77245509,0.77245509,0.776470588,0.77245509
etfdh,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.832335329,0.864705882,0.832335329
rxfp1,0.987654321,0.987654321,0.987654321,0.987654321,0.987654321,0.993554625,0.987654321,0.987654321,0.987654321,0.987654321
CABZ01080056.1,0.983372922,0.983372922,0.983372922,0.983372922,0.983372922,0.983372922,0.994117647,0.983372922,0.983372922,0.983372922
si:ch211-154c21.1,0.984164687,0.984164687,0.984164687,0.984164687,0.984164687,0.984164687,0.99523362,0.984164687,0.984164687,0.984164687
cnot6b,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.917664671,0.929411765,0.917664671
si:ch211-199b20.3,0.986613119,0.986613119,0.986613119,0.988235294,0.986613119,0.986613119,0.986613119,0.986613119,0.986613119,0.986613119
mmp17b,0.856538668,0.933940774,0.856538668,0.856538668,0.856538668,0.856538668,0.856538668,0.856538668,0.856538668,0.856538668
zgc:154054,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.988235294,0.998502994
scocb,0.6215360249999999,0.6215360249999999,0.6215360249999999,0.6215360249999999,0.6215360249999999,0.6215360249999999,0.7212375120000001,0.6215360249999999,0.6215360249999999,0.6215360249999999
si:dkeyp-121d2.7,0.992082344,0.990009668,0.990009668,0.990009668,0.990009668,0.990009668,0.990009668,0.990009668,0.990009668,0.990009668
mif,0.654191617,0.654191617,0.654191617,0.654191617,0.654191617,0.654191617,0.654191617,0.654191617,0.73317498,0.654191617
clp1,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.911764706,0.935628743
CR855307.1,0.951035163,0.951035163,0.952941176,0.951035163,0.951035163,0.951035163,0.951035163,0.951035163,0.951035163,0.951035163
zdhhc5b,0.907656918,0.907656918,0.910179641,0.907656918,0.907656918,0.907656918,0.907656918,0.907656918,0.907656918,0.907656918
sept8b,0.917844233,0.917844233,0.972665148,0.917844233,0.917844233,0.917844233,0.917844233,0.917844233,0.917844233,0.917844233
sfxn1,0.9218107,0.9218107,0.9218107,0.9218107,0.9218107,0.945858846,0.9218107,0.9218107,0.9218107,0.9218107
ppp2ca,0.802826158,0.802826158,0.847189232,0.802826158,0.802826158,0.802826158,0.802826158,0.802826158,0.802826158,0.802826158
si:ch1073-44g3.1,0.969912906,0.969912906,0.969912906,0.969912906,0.969912906,0.969912906,0.982275218,0.969912906,0.969912906,0.969912906
CU633762.1,0.829770388,0.829770388,0.829770388,0.829770388,0.829770388,0.829770388,0.893329036,0.829770388,0.829770388,0.829770388
nsd1a,0.7846397469999999,0.7846397469999999,0.7846397469999999,0.7846397469999999,0.7846397469999999,0.7846397469999999,0.841176471,0.7846397469999999,0.7846397469999999,0.7846397469999999
rmnd5b,0.884730539,0.884730539,0.884730539,0.884730539,0.884730539,0.884730539,0.884730539,0.884730539,0.89469517,0.884730539
anxa6,0.817365269,0.817365269,0.817365269,0.817365269,0.817365269,0.817365269,0.817365269,0.817365269,0.988235294,0.817365269
n4bp3,0.980611239,0.980611239,0.994117647,0.980611239,0.980611239,0.980611239,0.980611239,0.980611239,0.980611239,0.980611239
tnip1,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.558823529,0.598574822
gpx3,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.6332335330000001,0.976152111,0.6332335330000001
dctn4,0.830838323,0.830838323,0.830838323,0.830838323,0.830838323,0.830838323,0.830838323,0.830838323,0.86935867,0.830838323
CABZ01063971.1,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.994117647,0.999176955
LO018188.1,0.5358024690000001,0.5358024690000001,0.5358024690000001,0.5358024690000001,0.5358024690000001,0.66398929,0.5358024690000001,0.5358024690000001,0.5358024690000001,0.5358024690000001
tspan17,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.7095808379999999,0.840063341,0.7095808379999999
nfkb1,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.983935743
ube2d2l,0.75748503,0.75748503,0.75748503,0.75748503,0.75748503,0.75748503,0.75748503,0.75748503,0.873317498,0.75748503
CABZ01074913.1,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.962208347
fam193b,0.93824228,0.93824228,0.93824228,0.93824228,0.93824228,0.93824228,0.967901235,0.93824228,0.93824228,0.93824228
abhd18,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.965568862,0.975903614,0.965568862
CR854988.1,0.999176955,0.999176955,0.999176955,0.999176955,0.999176955,0.999865736,0.999176955,0.999176955,0.999176955,0.999176955
sncb,0.30166270799999995,0.30166270799999995,0.30166270799999995,0.30166270799999995,0.30166270799999995,0.30166270799999995,0.30712214000000004,0.30166270799999995,0.30166270799999995,0.30166270799999995
si:ch211-59p23.1,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.980538922,0.985274431,0.980538922
CU302253.1,0.795884774,0.795884774,0.795884774,0.795884774,0.795884774,0.937561617,0.795884774,0.795884774,0.795884774,0.795884774
rnf44,0.5969912909999999,0.5969912909999999,0.5969912909999999,0.5969912909999999,0.5969912909999999,0.5969912909999999,0.706995885,0.5969912909999999,0.5969912909999999,0.5969912909999999
faf2,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.771606967
higd2a,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.5352941179999999,0.666167665
cltb,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.96411093
pdlim7,0.967871486,0.967871486,0.967871486,0.994011976,0.967871486,0.967871486,0.967871486,0.967871486,0.967871486,0.967871486
CABZ01078594.1,0.994645248,0.994645248,0.994645248,0.995508982,0.994645248,0.994645248,0.994645248,0.994645248,0.994645248,0.994645248
unc5a,0.878068092,0.878068092,0.878068092,0.878068092,0.878068092,0.878068092,0.916210119,0.878068092,0.878068092,0.878068092
cplx2.1,0.768804434,0.768804434,0.768804434,0.768804434,0.768804434,0.768804434,0.960360941,0.768804434,0.768804434,0.768804434
cpxm1b,0.981258367,0.981258367,0.981258367,0.996329527,0.981258367,0.981258367,0.981258367,0.981258367,0.981258367,0.981258367
cox18,0.943113772,0.943113772,0.943113772,0.943113772,0.943113772,0.943113772,0.943113772,0.943113772,0.9588281869999999,0.943113772
igfbp7,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.8682634730000001,0.945113788,0.8682634730000001
polr2b,0.597305389,0.597305389,0.597305389,0.597305389,0.597305389,0.597305389,0.597305389,0.597305389,0.858823529,0.597305389
noa1,0.972288203,0.972288203,0.972288203,0.972288203,0.972288203,0.972288203,0.9745508979999999,0.972288203,0.972288203,0.972288203
rest,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.805882353,0.895209581
b4galt1l,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.905882353,0.979919679
exosc3,0.8473895579999999,0.8473895579999999,0.8473895579999999,0.876470588,0.8473895579999999,0.8473895579999999,0.8473895579999999,0.8473895579999999,0.8473895579999999,0.8473895579999999
tcerg1a,0.922155689,0.922155689,0.922155689,0.922155689,0.922155689,0.922155689,0.922155689,0.922155689,0.946951702,0.922155689
GPR151,0.998661312,0.998388656,0.998388656,0.998388656,0.998388656,0.998388656,0.998388656,0.998388656,0.998388656,0.998388656
ppp2r2ca.1,0.955964509,0.955964509,0.966745843,0.955964509,0.955964509,0.955964509,0.955964509,0.955964509,0.955964509,0.955964509
rpl26,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.45294117599999995,0.511378849
atp6v0e1,0.252941176,0.252941176,0.252941176,0.252941176,0.252941176,0.252941176,0.252941176,0.252941176,0.252941176,0.591317365
CU469526.1,0.935294118,0.935294118,0.935294118,0.935294118,0.935294118,0.935294118,0.935294118,0.935294118,0.935294118,0.955138662
ppp4r3b,0.905688623,0.905688623,0.905688623,0.905688623,0.905688623,0.905688623,0.905688623,0.905688623,0.905882353,0.905688623
gtf2a1l,0.983278956,0.983278956,0.983278956,0.983278956,0.98502994,0.983278956,0.983278956,0.983278956,0.983278956,0.983278956
gtf2a1l.1,0.916872428,0.916872428,0.916872428,0.916872428,0.916872428,0.951060359,0.916872428,0.916872428,0.916872428,0.916872428
ppp1r21,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.964705882,0.976047904
pole2,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.976470588,0.992874109
dnaaf2,0.997322624,0.997322624,0.997322624,0.997530864,0.997322624,0.997322624,0.997322624,0.997322624,0.997322624,0.997322624
FO904997.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ewsr1b.1,0.902727571,0.902727571,0.970387244,0.902727571,0.902727571,0.902727571,0.902727571,0.902727571,0.902727571,0.902727571
rtn4b,0.7403008710000001,0.7403008710000001,0.7403008710000001,0.7403008710000001,0.7403008710000001,0.7403008710000001,0.867489712,0.7403008710000001,0.7403008710000001,0.7403008710000001
cfap36,0.931646402,0.931646402,0.949326999,0.931646402,0.931646402,0.931646402,0.931646402,0.931646402,0.931646402,0.931646402
foxg1d,0.934283452,0.934283452,0.934283452,0.934283452,0.934283452,0.934283452,0.935802469,0.934283452,0.934283452,0.934283452
slc30a6,0.956586826,0.956586826,0.956586826,0.956586826,0.956586826,0.956586826,0.956586826,0.956586826,0.964370546,0.956586826
mpc1,0.5098970700000001,0.5098970700000001,0.5098970700000001,0.5098970700000001,0.5098970700000001,0.5098970700000001,0.5329341320000001,0.5098970700000001,0.5098970700000001,0.5098970700000001
chs1,0.99959217,0.99959217,0.99959217,0.99959217,1.0,0.99959217,0.99959217,0.99959217,0.99959217,0.99959217
irf1a,0.999176955,0.999176955,0.999176955,0.999176955,0.999176955,0.9999329,0.999176955,0.999176955,0.999176955,0.999176955
ddx21,0.26104417700000004,0.26104417700000004,0.26104417700000004,0.276470588,0.26104417700000004,0.26104417700000004,0.26104417700000004,0.26104417700000004,0.26104417700000004,0.26104417700000004
zgc:171534,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,0.6764705879999999,1.0
si:ch1073-291c23.2,0.6050870150000001,0.6050870150000001,0.6050870150000001,0.993665875,0.6050870150000001,0.6050870150000001,0.6050870150000001,0.6050870150000001,0.6050870150000001,0.6050870150000001
VIT,0.888888889,0.888888889,0.888888889,0.97005988,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
lgi1a,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.898653998,0.942958427,0.898653998,0.898653998,0.898653998
EFEMP1,0.998661312,0.998661312,0.998661312,1.0,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312,0.998661312
heatr5b,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.982352941,0.984164687
fbxo28,0.963578781,0.963578781,0.963578781,0.963578781,0.963578781,0.963578781,0.979374799,0.963578781,0.963578781,0.963578781
degs1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.654191617
nvl,0.95091053,0.95091053,0.95091053,0.95091053,0.95091053,0.95091053,0.953592814,0.95091053,0.95091053,0.95091053
wu:fc17b08,0.951702296,0.951702296,0.951702296,0.951702296,0.951702296,0.951702296,0.964508709,0.951702296,0.951702296,0.951702296
slit1a,0.860649248,0.860649248,0.860649248,0.860649248,0.860649248,0.860649248,0.962516734,0.860649248,0.860649248,0.860649248
tp53bp2a,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.8607784430000001,0.90896921,0.8607784430000001
CU462915.1,0.999176955,0.999176955,0.999176955,0.999176955,0.999176955,0.999671377,0.999176955,0.999176955,0.999176955,0.999176955
cutc,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.958823529,0.97005988
abcc2,0.990629183,0.990629183,0.990629183,0.998353909,0.990629183,0.990629183,0.990629183,0.990629183,0.990629183,0.990629183
cox15,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.887724551,0.91751561,0.887724551
nrxn1b,0.938496583,0.938496583,0.938496583,0.938496583,0.938496583,0.938496583,0.938496583,0.958036421,0.938496583,0.938496583
polh,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.926646707,0.976339139,0.926646707
rn7sk,0.21931908200000005,0.21931908200000005,0.21931908200000005,0.21931908200000005,0.21931908200000005,0.21931908200000005,0.32549145999999995,0.21931908200000005,0.21931908200000005,0.21931908200000005
gsta.2,0.669161677,0.669161677,0.669161677,0.669161677,0.669161677,0.669161677,0.669161677,0.669161677,0.905882353,0.669161677
AL929536.3,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.916167665,0.978580991,0.916167665
gsta.1,0.526946108,0.526946108,0.526946108,0.526946108,0.526946108,0.526946108,0.526946108,0.526946108,0.536813922,0.526946108
zgc:163080,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.723529412,0.79491018
